layer,pair_index,left_index,right_index,dot,cosine,left_norm,right_norm,metric_variant,left_sample_index,right_sample_index,left_example_id,right_example_id,left_sequence_index,right_sequence_index,left_hidden_pos,right_hidden_pos,left_label_pos,right_label_pos,left_input_token_id,right_input_token_id,left_label_token_id,right_label_token_id,left_input_token_str,right_input_token_str,left_label_token_str,right_label_token_str,left_hidden_attention_mask,right_hidden_attention_mask,left_label_attention_mask,right_label_attention_mask,left_dataset,right_dataset,left_domain,right_domain
0,14,14,178,-0.29228201508522034,-0.005242483224719763,9.475000381469727,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,91,38,92,39,1961,25,314,35,wh,:,ol,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,15,15,178,1.651013731956482,0.0335569903254509,8.361454963684082,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,92,38,93,39,314,25,2349,35,ol,:,ived,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,16,16,178,0.207086980342865,0.004166202154010534,8.447469711303711,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,93,38,94,39,2349,25,3163,35,ived,:,from,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,17,17,178,2.369664430618286,0.05022963881492615,8.017537117004395,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,94,38,95,39,3163,25,16,35,from,:,1,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,18,18,178,-1.5210835933685303,-0.04291384294629097,6.02379035949707,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,95,38,96,39,16,25,22,35,1,:,7,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,19,19,178,3.1022164821624756,0.06660467386245728,7.915558815002441,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,96,38,97,39,22,25,24,35,7,:,9,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,20,20,178,-0.8901290893554688,-0.019357021898031235,7.8149943351745605,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,97,38,98,39,24,25,20,35,9,:,5,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,21,21,178,-0.8787103891372681,-0.02025989256799221,7.370938777923584,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,98,38,99,39,20,25,580,35,5,:,to,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,22,22,178,2.313308000564575,0.05921948701143265,6.638699054718018,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,99,38,100,39,580,25,16,35,to,:,1,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,23,23,178,-1.5210835933685303,-0.04291384294629097,6.02379035949707,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,100,38,101,39,16,25,23,35,1,:,8,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,24,24,178,3.771216630935669,0.08161952346563339,7.8523850440979,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,101,38,102,39,23,25,21,35,8,:,6,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,25,25,178,3.3824961185455322,0.0752447098493576,7.639686107635498,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,102,38,103,39,21,25,20,35,6,:,5,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,26,26,178,-0.8787103891372681,-0.02025989256799221,7.370938777923584,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,103,38,104,39,20,25,384,35,5,:,and,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,27,27,178,1.3276851177215576,0.032637421041727066,6.913427352905273,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,104,38,105,39,384,25,3988,35,and,:,was,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,28,28,178,1.8940849304199219,0.03911871835589409,8.228657722473145,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,105,38,106,39,3988,25,62595,35,was,:,famous,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,29,29,178,-0.04761180281639099,-0.0011055227369070053,7.31915807723999,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,106,38,107,39,62595,25,2896,35,famous,:,fort,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,30,30,178,0.44526147842407227,0.007693824358284473,9.835287094116211,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,107,38,108,39,2896,25,874,35,fort,:,hed,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,31,31,178,0.9200937747955322,0.0191012155264616,8.18625545501709,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,108,38,109,39,874,25,257,35,hed,:,es,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,32,32,178,2.593259811401367,0.07738932967185974,5.6948089599609375,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,109,38,110,39,257,25,621,35,es,:,ign,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,33,33,178,0.6360419392585754,0.011748455464839935,9.200663566589355,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,110,38,111,39,621,25,384,35,ign,:,and,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,34,34,178,1.3276851177215576,0.032637421041727066,6.913427352905273,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,111,38,112,39,384,25,32749,35,and,:,construction,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,35,35,178,-0.8721163272857666,-0.017180567607283592,8.626827239990234,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,112,38,113,39,32749,25,25068,35,construction,:,oft,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,36,36,178,-0.1285301297903061,-0.002297495724633336,9.507457733154297,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,113,38,114,39,25068,25,247,35,oft,:,he,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,37,37,178,1.0095446109771729,0.02087303064763546,8.219666481018066,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,114,38,115,39,247,25,9345,35,he,:,second,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,38,38,178,-0.21525132656097412,-0.0044128443114459515,8.289750099182129,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,115,38,116,39,9345,25,54243,35,second,:,susp,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,39,39,178,0.2760235667228699,0.007853539660573006,5.9730329513549805,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,116,38,117,39,54243,25,3143,35,susp,:,ension,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,40,40,178,0.1189531683921814,0.002458052709698677,8.2243013381958,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,117,38,118,39,3143,25,18697,35,ension,:,bridge,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,41,41,178,0.9538196921348572,0.016999438405036926,9.535552978515625,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,118,38,119,39,18697,25,246,35,bridge,:,in,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,42,42,178,2.6010289192199707,0.0693875178694725,6.370566368103027,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,119,38,120,39,246,25,26749,35,in,:,Europe,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,43,43,178,0.6976993680000305,0.013398701325058937,8.84952163696289,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,120,38,121,39,26749,25,11,35,Europe,:,",",D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,44,44,178,5.182221412658691,0.22244246304035187,3.9592456817626953,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,121,38,122,39,11,25,3262,35,",",:,which,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,45,45,178,0.6668236255645752,0.014418956823647022,7.859434604644775,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,122,38,123,39,3262,25,86,35,which,:,w,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,46,46,178,0.1159689724445343,0.0025122896768152714,7.844879150390625,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,123,38,124,39,86,25,540,35,w,:,ast,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,47,47,178,2.7120113372802734e-05,5.515061047844938e-07,8.357095718383789,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,124,38,125,39,540,25,247,35,ast,:,he,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,48,48,178,1.0095446109771729,0.02087303064763546,8.219666481018066,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,125,38,126,39,247,25,6102,35,he,:,first,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,49,49,178,-1.0687721967697144,-0.022246887907385826,8.164508819580078,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,126,38,127,39,6102,25,54243,35,first,:,susp,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,50,50,178,0.2760235667228699,0.007853539660573006,5.9730329513549805,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,127,38,128,39,54243,25,3143,35,susp,:,ension,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,51,51,178,0.1189531683921814,0.002458052709698677,8.2243013381958,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,128,38,129,39,3143,25,18697,35,ension,:,bridge,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,52,52,178,0.9538196921348572,0.016999438405036926,9.535552978515625,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,129,38,130,39,18697,25,24788,35,bridge,:,within,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,53,53,178,0.46285369992256165,0.00978670734912157,8.037506103515625,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,130,38,131,39,24788,25,83897,35,within,:,continental,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,54,54,178,-0.0960238128900528,-0.0018632891587913036,8.758159637451172,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,131,38,132,39,83897,25,26749,35,continental,:,Europe,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,55,55,178,0.6976993680000305,0.013398701325058937,8.84952163696289,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,132,38,133,39,26749,25,13,35,Europe,:,.,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,56,56,178,4.483673095703125,0.1972450464963913,3.863154172897339,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,133,38,134,39,13,25,35487,35,.,:,Gi,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,57,57,178,1.4685269594192505,0.027835160493850708,8.96607494354248,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,134,38,135,39,35487,25,332,35,Gi,:,ur,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,58,58,178,0.4191173315048218,0.009144853800535202,7.788845062255859,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,135,38,136,39,332,25,2268,35,ur,:,aw,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,59,59,178,-0.03554908186197281,-0.0006688135326839983,9.033114433288574,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,136,38,137,39,2268,25,281,35,aw,:,as,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,60,60,178,2.6039156913757324,0.06911326199769974,6.402944087982178,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,137,38,138,39,281,25,13176,35,as,:,born,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,61,61,178,0.9318780899047852,0.01691388711333275,9.363320350646973,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,138,38,139,39,13176,25,246,35,born,:,in,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,62,62,178,2.6010289192199707,0.0693875178694725,6.370566368103027,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,139,38,140,39,246,25,28152,35,in,:,Mass,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,63,63,178,-0.03260600566864014,-0.0006188851548358798,8.953682899475098,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,140,38,141,39,28152,25,358,35,Mass,:,ch,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,64,64,178,1.0359525680541992,0.02227466180920601,7.903927803039551,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,141,38,142,39,358,25,8277,35,ch,:,ito,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,65,65,178,0.5100691914558411,0.009843508712947369,8.806297302246094,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,142,38,143,39,8277,25,11,35,ito,:,",",D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,66,66,178,5.182221412658691,0.22244246304035187,3.9592456817626953,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,143,38,144,39,11,25,13473,35,",",:,asm,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,67,67,178,1.5881820917129517,0.028180314227938652,9.577863693237305,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,144,38,145,39,13473,25,436,35,asm,:,all,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,68,68,178,0.04846411943435669,0.0010500741191208363,7.843584060668945,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,145,38,146,39,436,25,19961,35,all,:,town,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,69,69,178,-0.6918256282806396,-0.012455950491130352,9.439173698425293,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,146,38,147,39,19961,25,2296,35,town,:,with,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,70,70,178,1.1043651103973389,0.024618856608867645,7.623580455780029,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,147,38,148,39,2296,25,572,35,with,:,int,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,71,71,178,1.0948799848556519,0.021847758442163467,8.516748428344727,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,148,38,149,39,572,25,247,35,int,:,he,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,72,72,178,1.0095446109771729,0.02087303064763546,8.219666481018066,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,149,38,150,39,247,25,53,35,he,:,V,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,73,73,178,1.209242820739746,0.025701070204377174,7.996068000793457,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,150,38,151,39,53,25,12204,35,V,:,ulture,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,74,74,178,0.08268997073173523,0.0015301285311579704,9.184152603149414,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,151,38,152,39,12204,25,12,35,ulture,:,-,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,75,75,178,9.480945587158203,0.276798814535141,5.821053504943848,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,152,38,153,39,12,25,44,35,-,:,M,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,76,76,178,0.4570719003677368,0.010208130814135075,7.609436511993408,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,153,38,154,39,44,25,785,35,M,:,elf,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,77,77,178,1.5393701791763306,0.02713039144873619,9.642756462097168,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,154,38,155,39,785,25,14402,35,elf,:,ige,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,78,78,178,1.1385455131530762,0.022139569744467735,8.739677429199219,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,155,38,156,39,14402,25,23573,35,ige,:,ographical,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,79,79,178,-0.6748450994491577,-0.011884981766343117,9.649832725524902,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,156,38,157,39,23573,25,15392,35,ographical,:,region,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,80,80,178,0.8749352693557739,0.01719203032553196,8.648941040039062,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,157,38,158,39,15392,25,2296,35,region,:,with,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,81,81,178,1.1043651103973389,0.024618856608867645,7.623580455780029,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,158,38,159,39,2296,25,572,35,with,:,int,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,82,82,178,1.0948799848556519,0.021847758442163467,8.516748428344727,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,159,38,160,39,572,25,247,35,int,:,he,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,83,83,178,1.0095446109771729,0.02087303064763546,8.219666481018066,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,160,38,161,39,247,25,13972,35,he,:,Bas,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,84,84,178,0.5318257808685303,0.010483447462320328,8.621432304382324,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,161,38,162,39,13972,25,51902,35,Bas,:,ilic,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,85,85,178,1.596854567527771,0.030211497098207474,8.982708930969238,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,162,38,163,39,51902,25,751,35,ilic,:,ata,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,86,86,178,0.8469582796096802,0.017530936747789383,8.210528373718262,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,163,38,164,39,751,25,39528,35,ata,:,administr,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,87,87,178,-0.23676201701164246,-0.0062217023223638535,6.467210292816162,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,164,38,165,39,39528,25,1251,35,administr,:,ative,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,88,88,178,1.8700506687164307,0.040343813598155975,7.87753963470459,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,165,38,166,39,1251,25,15392,35,ative,:,region,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,89,89,178,0.8749352693557739,0.01719203032553196,8.648941040039062,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,166,38,167,39,15392,25,246,35,region,:,in,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,90,90,178,2.6010289192199707,0.0693875178694725,6.370566368103027,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,167,38,168,39,246,25,66390,35,in,:,Southern,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,91,91,178,1.1247267723083496,0.023071864619851112,8.284732818603516,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,168,38,169,39,66390,25,67319,35,Southern,:,Italy,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,92,92,178,0.042366527020931244,0.000984335783869028,7.3146538734436035,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,169,38,170,39,67319,25,13,35,Italy,:,.,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,93,93,178,4.483673095703125,0.1972450464963913,3.863154172897339,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,170,38,171,39,13,25,7740,35,.,:,Hel,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,94,94,178,0.10914212465286255,0.001975169638171792,9.390791893005371,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,171,38,172,39,7740,25,988,35,Hel,:,ater,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,95,95,178,0.404609352350235,0.008246696554124355,8.338157653808594,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,172,38,173,39,988,25,3988,35,ater,:,was,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,96,96,178,1.8940849304199219,0.03911871835589409,8.228657722473145,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,173,38,174,39,3988,25,261,35,was,:,an,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,97,97,178,1.6435387134552002,0.042130835354328156,6.629703044891357,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,174,38,175,39,261,25,87078,35,an,:,inaug,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,98,98,178,0.07541684061288834,0.0024750344455242157,5.178467750549316,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,175,38,176,39,87078,25,3343,35,inaug,:,ural,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,99,99,178,0.97709059715271,0.018943680450320244,8.765660285949707,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,176,38,177,39,3343,25,43040,35,ural,:,student,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,100,100,178,-0.8601465821266174,-0.01869857683777809,7.817684173583984,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,177,38,178,39,43040,25,25068,35,student,:,oft,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,101,101,178,-0.1285301297903061,-0.002297495724633336,9.507457733154297,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,178,38,179,39,25068,25,247,35,oft,:,he,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,102,102,178,1.0095446109771729,0.02087303064763546,8.219666481018066,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,179,38,180,39,247,25,33047,35,he,:,School,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,103,103,178,-1.0754114389419556,-0.02079804241657257,8.787521362304688,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,180,38,181,39,33047,25,994,35,School,:,of,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,104,104,178,2.304287910461426,0.05266954377293587,7.435177803039551,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,181,38,182,39,994,25,33,35,of,:,B,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,105,105,178,0.702910840511322,0.015323127619922161,7.795913219451904,5.884178161621094,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,182,38,183,39,33,25,38354,35,B,:,ridges,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
